0.000002,0,0.000749,0,0.001820,0,0.002456,0,0.004634,0,0.004746,0,0.005097,0,0.000747,0,0.001818,0,0.002454,0,0.004632,0,0.004745,0,0.005096,0,0.005104,0,0.000000,0,
0.000002,1,0.000750,1,0.001821,1,0.002456,1,0.004634,1,0.004747,1,0.005098,1,0.000747,1,0.001818,1,0.002455,1,0.004632,1,0.004745,1,0.005096,1,0.005104,1,0.000000,0,
0.000748,1,0.001819,1,0.002455,1,0.004633,1,0.004745,1,0.005096,1,0.005104,1,0.002158,1,0.003792,1,0.003687,1,0.009847,1,0.005093,1,0.005876,1,0.005106,1,0.000000,0,
0.000748,0,0.001819,0,0.002455,0,0.004633,0,0.004746,0,0.005097,0,0.005107,0,0.002159,0,0.003792,0,0.003687,0,0.009847,0,0.005093,0,0.005876,0,0.005106,0,0.000000,0,
0.005109,0,0.005829,0,0.006899,0,0.007530,0,0.009853,0,0.009977,0,0.010325,0,0.005827,0,0.006897,0,0.007529,0,0.009850,0,0.009975,0,0.010323,0,0.010331,0,0.000000,0,
0.005109,1,0.005830,1,0.006900,1,0.007531,1,0.009853,1,0.009977,1,0.010325,1,0.005828,1,0.006898,1,0.007529,1,0.009850,1,0.009976,1,0.010323,1,0.010331,1,0.000000,0,
0.005828,1,0.006898,1,0.007529,1,0.009851,1,0.009976,1,0.010324,1,0.010333,1,0.007235,1,0.008871,1,0.008760,1,0.015047,1,0.010320,1,0.011103,1,0.010333,1,0.000000,0,
0.005829,0,0.006899,0,0.007530,0,0.009851,0,0.009976,0,0.010324,0,0.010334,0,0.007235,0,0.008871,0,0.008760,0,0.015048,0,0.010320,0,0.011103,0,0.010333,0,0.000000,0,
0.010336,0,0.011053,0,0.012122,0,0.012756,0,0.015053,0,0.015188,0,0.015525,0,0.011051,0,0.012120,0,0.012754,0,0.015051,0,0.015186,0,0.015523,0,0.015531,0,0.000000,0,
0.010336,1,0.011054,1,0.012123,1,0.012756,1,0.015053,1,0.015188,1,0.015525,1,0.011052,1,0.012121,1,0.012755,1,0.015051,1,0.015186,1,0.015524,1,0.015531,1,0.000000,0,
0.011052,1,0.012121,1,0.012755,1,0.015052,1,0.015187,1,0.015524,1,0.015532,1,0.012460,1,0.014094,1,0.013985,1,0.020248,1,0.015520,1,0.016303,1,0.015533,1,0.000000,0,
0.011052,0,0.012122,0,0.012755,0,0.015052,0,0.015187,0,0.015524,0,0.015534,0,0.012461,0,0.014094,0,0.013986,0,0.020248,0,0.015521,0,0.016304,0,0.015533,0,0.000000,0,
0.015536,0,0.016256,0,0.017325,0,0.017961,0,0.020253,0,0.020387,0,0.020735,0,0.016254,0,0.017323,0,0.017959,0,0.020251,0,0.020385,0,0.020733,0,0.020740,0,0.000000,0,
0.015536,1,0.016256,1,0.017325,1,0.017961,1,0.020253,1,0.020387,1,0.020735,1,0.016254,1,0.017323,1,0.017960,1,0.020251,1,0.020386,1,0.020733,1,0.020740,1,0.000000,0,
0.016255,1,0.017323,1,0.017960,1,0.020252,1,0.020386,1,0.020733,1,0.020741,1,0.017663,1,0.019296,1,0.019190,1,0.025489,1,0.020729,1,0.021512,1,0.020742,1,0.000000,0,
0.016255,0,0.017324,0,0.017960,0,0.020252,0,0.020386,0,0.020734,0,0.020743,0,0.017664,0,0.019296,0,0.019191,0,0.025489,0,0.020729,0,0.021513,0,0.020742,0,0.000000,0,
0.020745,0,0.021467,0,0.022541,0,0.023178,0,0.025494,0,0.025630,0,0.025976,0,0.021465,0,0.022539,0,0.023176,0,0.025492,0,0.025628,0,0.025975,0,0.025982,0,0.000000,0,
0.020745,1,0.021467,1,0.022542,1,0.023178,1,0.025494,1,0.025630,1,0.025977,1,0.021465,1,0.022540,1,0.023177,1,0.025492,1,0.025629,1,0.025975,1,0.025982,1,0.000000,0,
0.021465,1,0.022540,1,0.023177,1,0.025493,1,0.025629,1,0.025975,1,0.025984,1,0.022873,1,0.024512,1,0.024408,1,0.030703,1,0.025971,1,0.026755,1,0.025984,1,0.000000,0,
0.021466,0,0.022541,0,0.023177,0,0.025493,0,0.025629,0,0.025975,0,0.025985,0,0.022874,0,0.024513,0,0.024408,0,0.030704,0,0.025972,0,0.026755,0,0.025984,0,0.000000,0,
0.025986,0,0.026671,0,0.027743,0,0.028418,0,0.030709,0,0.030844,0,0.031190,0,0.026669,0,0.027741,0,0.028416,0,0.030707,0,0.030842,0,0.031188,0,0.031196,0,0.000000,0,
0.025987,1,0.026672,1,0.027743,1,0.028418,1,0.030709,1,0.030844,1,0.031190,1,0.026669,1,0.027742,1,0.028417,1,0.030707,1,0.030842,1,0.031189,1,0.031196,1,0.000000,0,
0.026670,1,0.027742,1,0.028417,1,0.030708,1,0.030843,1,0.031189,1,0.031197,1,0.028078,1,0.029714,1,0.029648,1,0.035920,1,0.031185,1,0.031968,1,0.031198,1,0.000000,0,
0.026670,0,0.027742,0,0.028418,0,0.030708,0,0.030843,0,0.031189,0,0.031199,0,0.028078,0,0.029715,0,0.029648,0,0.035921,0,0.031185,0,0.031969,0,0.031198,0,0.000000,0,
0.031200,0,0.031926,0,0.032998,0,0.033634,0,0.035926,0,0.036063,0,0.036411,0,0.031924,0,0.032996,0,0.033632,0,0.035924,0,0.036062,0,0.036409,0,0.036417,0,0.000000,0,
0.031201,1,0.031926,1,0.032998,1,0.033634,1,0.035926,1,0.036064,1,0.036411,1,0.031924,1,0.032996,1,0.033632,1,0.035924,1,0.036062,1,0.036409,1,0.036417,1,0.000000,0,
0.031925,1,0.032997,1,0.033633,1,0.035925,1,0.036062,1,0.036410,1,0.036419,1,0.033331,1,0.034969,1,0.034864,1,0.041126,1,0.036406,1,0.037189,1,0.036419,1,0.000000,0,
0.031925,0,0.032997,0,0.033633,0,0.035925,0,0.036063,0,0.036410,0,0.036419,0,0.033332,0,0.034969,0,0.034865,0,0.041126,0,0.036406,0,0.037190,0,0.036419,0,0.000000,0,
0.036421,0,0.037141,0,0.038213,0,0.038849,0,0.041131,0,0.041264,0,0.041611,0,0.037139,0,0.038211,0,0.038847,0,0.041129,0,0.041263,0,0.041610,0,0.041617,0,0.000000,0,
0.036421,1,0.037141,1,0.038213,1,0.038849,1,0.041132,1,0.041265,1,0.041612,1,0.037139,1,0.038211,1,0.038848,1,0.041129,1,0.041263,1,0.041610,1,0.041617,1,0.000000,0,
0.037140,1,0.038211,1,0.038848,1,0.041130,1,0.041264,1,0.041610,1,0.041620,1,0.038548,1,0.040184,1,0.040079,1,0.046326,1,0.041606,1,0.042389,1,0.041619,1,0.000000,0,
0.037140,0,0.038212,0,0.038848,0,0.041130,0,0.041264,0,0.041611,0,0.041620,0,0.038548,0,0.040184,0,0.040079,0,0.046326,0,0.041607,0,0.042390,0,0.041619,0,0.000000,0,
0.041622,0,0.042342,0,0.043412,0,0.044052,0,0.046331,0,0.046468,0,0.046806,0,0.042340,0,0.043410,0,0.044050,0,0.046329,0,0.046467,0,0.046805,0,0.046813,0,0.000000,0,
0.041622,1,0.042342,1,0.043413,1,0.044052,1,0.046332,1,0.046468,1,0.046807,1,0.042340,1,0.043411,1,0.044050,1,0.046330,1,0.046467,1,0.046805,1,0.046813,1,0.000000,0,
0.042341,1,0.043411,1,0.044051,1,0.046330,1,0.046467,1,0.046805,1,0.046815,1,0.043747,1,0.045385,1,0.045281,1,0.051560,1,0.046802,1,0.047585,1,0.046814,1,0.000000,0,
0.042341,0,0.043411,0,0.044051,0,0.046330,0,0.046468,0,0.046806,0,0.046815,0,0.043747,0,0.045385,0,0.045282,0,0.051560,0,0.046802,0,0.047585,0,0.046815,0,0.000000,0,
0.046817,0,0.047538,0,0.048609,0,0.049247,0,0.051565,0,0.051701,0,0.052047,0,0.047536,0,0.048607,0,0.049245,0,0.051563,0,0.051699,0,0.052045,0,0.052053,0,0.000000,0,
0.046818,1,0.047539,1,0.048610,1,0.049247,1,0.051566,1,0.051701,1,0.052048,1,0.047537,1,0.048608,1,0.049246,1,0.051563,1,0.051700,1,0.052046,1,0.052054,1,0.000000,0,
0.047537,1,0.048608,1,0.049246,1,0.051564,1,0.051700,1,0.052046,1,0.052056,1,0.048945,1,0.050582,1,0.050477,1,0.056760,1,0.052042,1,0.052826,1,0.052055,1,0.000000,0,
0.047537,0,0.048608,0,0.049246,0,0.051565,0,0.051700,0,0.052047,0,0.052056,0,0.048946,0,0.050582,0,0.050477,0,0.056760,0,0.052043,0,0.052827,0,0.052055,0,0.000000,0,
